Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A701369,Lola,04/28/2015 02:21:00 PM,04/28/2015 02:21:00 PM,Oak Springs And Webberville in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Miniature Poodle/Dachshund,Black/White,Lola,04/29/2015 12:15:00 PM,04/29/2015 12:15:00 PM,02/13/2015,Dog,Intact Female,2 months,Miniature Poodle/Dachshund,Black/White,0.0
A746609,,04/05/2017 04:07:00 PM,04/05/2017 04:07:00 PM,222 West Ave in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat,Brown,,04/06/2017 08:53:00 AM,04/06/2017 08:53:00 AM,04/05/2016,Other,Unknown,1 year,Bat,Brown,1.0
A807415,,10/24/2019 02:19:00 PM,10/24/2019 02:19:00 PM,14620 Plover Place in Travis (TX),Stray,Nursing,Dog,Unknown,1 week,Great Pyrenees,Brown,,10/26/2019 03:42:00 PM,10/26/2019 03:42:00 PM,10/17/2019,Dog,Unknown,1 weeks,Great Pyrenees,Brown,0.0
A767811,Jango,03/08/2018 03:38:00 PM,03/08/2018 03:38:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,Pit Bull/Labrador Retriever,Black,Jango,03/17/2018 01:00:00 PM,03/17/2018 01:00:00 PM,03/07/2015,Dog,Intact Male,3 years,Pit Bull/Labrador Retriever,Black,0.0
A716800,*Ernie,11/25/2015 12:08:00 PM,11/25/2015 12:08:00 PM,6809 Greycloud in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,*Ernie,12/31/2015 02:24:00 PM,12/31/2015 02:24:00 PM,10/07/2015,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,0.0
A705115,,06/13/2015 12:24:00 PM,06/13/2015 12:24:00 PM,16901 Hayride Circle in Travis (TX),Stray,Nursing,Dog,Intact Male,2 days,German Shepherd Mix,Brown/White,,06/13/2015 03:47:00 PM,06/13/2015 03:47:00 PM,06/11/2015,Dog,Intact Male,2 days,German Shepherd Mix,Brown/White,0.0
A775420,,06/29/2018 04:00:00 PM,06/29/2018 04:00:00 PM,10101 Gail Road in Austin (TX),Stray,Normal,Cat,Intact Male,3 years,Domestic Shorthair Mix,Lilac Point,,07/02/2018 06:13:00 PM,07/02/2018 06:13:00 PM,06/29/2015,Cat,Intact Male,3 years,Domestic Shorthair Mix,Lilac Point,0.0
A688909,Lola,09/26/2014 10:23:00 AM,09/26/2014 10:23:00 AM,Brodie Ln And Squirrel Hollow in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Basset Hound Mix,White/Gold,Lola,09/27/2014 06:30:00 PM,09/27/2014 06:30:00 PM,03/26/2012,Dog,Spayed Female,2 years,Basset Hound Mix,White/Gold,0.0
A804708,,09/17/2019 05:45:00 PM,09/17/2019 05:45:00 PM,Webberville And Northwestern in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Catahoula Mix,Blue Merle/White,,09/22/2019 03:44:00 PM,09/22/2019 03:44:00 PM,07/03/2019,Dog,Neutered Male,2 months,Catahoula Mix,Blue Merle/White,0.0
A667207,Freddie,11/14/2013 03:13:00 PM,11/14/2013 03:13:00 PM,9807 620 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Australian Kelpie Mix,Black/White,Freddie,11/23/2013 12:19:00 PM,11/23/2013 12:19:00 PM,11/14/2012,Dog,Neutered Male,1 year,Australian Kelpie Mix,Black/White,0.0
A721734,Toro,03/03/2016 12:16:00 PM,03/03/2016 12:16:00 PM,2102 Donahue Ln in Austin (TX),Stray,Normal,Dog,Intact Male,8 months,Pit Bull Mix,White/Blue,Toro,03/05/2016 06:43:00 PM,03/05/2016 06:43:00 PM,07/03/2015,Dog,Neutered Male,8 months,Pit Bull Mix,White/Blue,0.0
A770766,,04/25/2018 11:29:00 AM,04/25/2018 11:29:00 AM,2901 Pinecrest Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,White/Tan,,04/30/2018 06:27:00 PM,04/30/2018 06:27:00 PM,02/10/2018,Dog,Neutered Male,2 months,Labrador Retriever Mix,White/Tan,0.0
A774561,*Soot,06/17/2018 11:50:00 AM,06/17/2018 11:50:00 AM,Mariposa Drive And Travis Heights Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Rat Terrier/Labrador Retriever,Black/White,*Soot,06/25/2018 05:15:00 PM,06/25/2018 05:15:00 PM,01/02/2018,Dog,Intact Male,5 months,Rat Terrier/Labrador Retriever,Black/White,0.0
A716075,Toby,11/13/2015 06:08:00 PM,11/13/2015 06:08:00 PM,4400 Franklin Park Dr in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Jack Russell Terrier/Basenji,White/Brown Tabby,Toby,11/17/2015 05:23:00 PM,11/17/2015 05:23:00 PM,01/13/2015,Dog,Neutered Male,10 months,Jack Russell Terrier/Basenji,White/Brown Tabby,0.0
A681029,Tipi,06/11/2014 01:53:00 PM,06/11/2014 01:53:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Cream Tabby/White,Tipi,06/14/2014 02:31:00 PM,06/14/2014 02:31:00 PM,01/11/2014,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Cream Tabby/White,0.0
A685875,*Bingo,08/13/2014 08:25:00 PM,08/13/2014 08:25:00 PM,1700 W. Dittmar Rd. in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Tan,*Bingo,09/30/2014 06:34:00 PM,09/30/2014 06:34:00 PM,08/13/2013,Dog,Neutered Male,1 year,Labrador Retriever Mix,Tan,0.0
A732981,Poppy,08/21/2016 04:01:00 PM,08/21/2016 04:01:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Finnish Spitz,Red/White,Poppy,08/30/2016 11:31:00 AM,08/30/2016 11:31:00 AM,08/15/2015,Dog,Spayed Female,1 year,Finnish Spitz,Red/White,0.0
A707192,Shiner,07/09/2015 01:15:00 PM,07/09/2015 01:15:00 PM,2000 Pearl St in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Pointer Mix,Black/White,Shiner,07/26/2015 11:36:00 AM,07/26/2015 11:36:00 AM,02/26/2015,Dog,Intact Female,4 months,Pointer Mix,Black/White,0.0
A776520,,07/15/2018 11:14:00 AM,07/15/2018 11:14:00 AM,Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Labrador Retriever Mix,Black,,07/26/2018 04:28:00 PM,07/26/2018 04:28:00 PM,03/15/2018,Dog,Intact Male,4 months,Labrador Retriever Mix,Black,0.0
A772786,,05/23/2018 12:19:00 PM,05/23/2018 12:19:00 PM,Austin (TX),Stray,Normal,Cat,Unknown,0 years,Domestic Shorthair Mix,Brown Tabby,,07/20/2018 07:32:00 AM,07/20/2018 07:32:00 AM,05/23/2018,Cat,Unknown,1 month,Domestic Shorthair Mix,Brown Tabby,1.0
A795749,,05/24/2019 11:18:00 AM,05/24/2019 11:18:00 AM,5511 Blue Fluff Road in Austin (TX),Stray,Normal,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby,,05/24/2019 12:51:00 PM,05/24/2019 12:51:00 PM,05/21/2019,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby,0.0
A783647,Pooh,11/03/2018 02:10:00 PM,11/03/2018 02:10:00 PM,6401 Melrose Trail in Austin (TX),Stray,Normal,Cat,Neutered Male,10 years,Domestic Longhair Mix,Blue/White,Pooh,11/17/2018 06:14:00 PM,11/17/2018 06:14:00 PM,04/03/2008,Cat,Neutered Male,10 years,Domestic Longhair Mix,Blue/White,0.0
A762749,,11/26/2017 12:15:00 PM,11/26/2017 12:15:00 PM,Outside Jurisdiction,Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Gray Tabby/White,,12/01/2017 02:27:00 PM,12/01/2017 02:27:00 PM,08/20/2017,Cat,Intact Female,3 months,Domestic Shorthair Mix,Gray Tabby/White,0.0
A738539,Pickle,11/17/2016 11:27:00 AM,11/17/2016 11:27:00 AM,11912 Snow Goose Rd in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,White/Cream,Pickle,11/19/2016 11:04:00 AM,11/19/2016 11:04:00 AM,11/19/2006,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,White/Cream,0.0
A760174,Dutchess,10/14/2017 06:18:00 PM,10/14/2017 06:18:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,Pit Bull Mix,White/Brown,Dutchess,10/21/2017 11:47:00 AM,10/21/2017 11:47:00 AM,04/14/2016,Dog,Spayed Female,1 year,Pit Bull Mix,White/Brown,0.0
A712467,,09/23/2015 03:23:00 PM,09/23/2015 03:23:00 PM,6805 Loyola in Austin (TX),Stray,Nursing,Cat,Unknown,3 days,Domestic Shorthair Mix,Black,,09/23/2015 05:20:00 PM,09/23/2015 05:20:00 PM,09/20/2015,Cat,Unknown,3 days,Domestic Shorthair Mix,Black,0.0
A717916,Manchita,12/17/2015 03:54:00 PM,12/17/2015 03:54:00 PM,E St Johns And Cameron in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Chihuahua Shorthair Mix,Tricolor,Manchita,12/26/2015 12:34:00 PM,12/26/2015 12:34:00 PM,12/17/2010,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tricolor,0.0
A638296,*Starla,12/16/2013 06:49:00 PM,12/16/2013 06:49:00 PM,1611 Airport Commerce in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Labrador Retriever Mix,Chocolate,*Starla,12/24/2013 11:10:00 AM,12/24/2013 11:10:00 AM,01/28/2012,Dog,Spayed Female,1 year,Labrador Retriever Mix,Chocolate,0.0
A695071,*Rebel,01/08/2015 02:38:00 PM,01/08/2015 02:38:00 PM,Hwy 290 in Manor (TX),Stray,Normal,Dog,Neutered Male,3 years,Miniature Pinscher,Red,*Rebel,01/12/2015 12:00:00 AM,01/12/2015 12:00:00 AM,01/08/2012,Dog,Neutered Male,3 years,Miniature Pinscher,Red,0.0
A736663,Nicks,10/14/2016 06:27:00 PM,10/14/2016 06:27:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,5 years,Domestic Medium Hair Mix,Orange Tabby,Nicks,10/15/2016 09:00:00 AM,10/15/2016 09:00:00 AM,10/14/2011,Cat,Neutered Male,5 years,Domestic Medium Hair Mix,Orange Tabby,1.0
A771303,Carlos,05/04/2018 02:46:00 PM,05/04/2018 02:46:00 PM,1321 Stanislaws Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Fawn/White,Carlos,05/08/2018 12:40:00 PM,05/08/2018 12:40:00 PM,05/04/2008,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Fawn/White,0.0
A775534,,07/01/2018 01:39:00 PM,07/01/2018 01:39:00 PM,6408 Burns Street in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby/White,,07/05/2018 06:02:00 PM,07/05/2018 06:02:00 PM,03/25/2018,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A753499,*Sasha,07/07/2017 02:01:00 PM,07/07/2017 02:01:00 PM,5201 Berkman Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,White/Tan,*Sasha,07/15/2017 03:23:00 PM,07/15/2017 03:23:00 PM,07/07/2015,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,White/Tan,0.0
A686871,,08/28/2014 11:34:00 AM,08/28/2014 11:34:00 AM,710 E 41St St in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Medium Hair Mix,Brown Tabby,,08/29/2014 09:00:00 AM,08/29/2014 09:00:00 AM,02/28/2014,Cat,Intact Female,5 months,Domestic Medium Hair Mix,Brown Tabby,0.0
A786740,Sarah,12/31/2018 03:10:00 PM,12/31/2018 03:10:00 PM,Pflugerville (TX),Owner Surrender,Normal,Cat,Spayed Female,15 years,Domestic Longhair Mix,Black,Sarah,01/05/2019 04:37:00 PM,01/05/2019 04:37:00 PM,12/31/2003,Cat,Spayed Female,15 years,Domestic Longhair Mix,Black,0.0
A787645,,01/17/2019 03:13:00 PM,01/17/2019 03:13:00 PM,400 Grove Boulevard in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Yorkshire Terrier Mix,Brown/Black,,01/21/2019 04:23:00 PM,01/21/2019 04:23:00 PM,09/21/2018,Dog,Spayed Female,4 months,Yorkshire Terrier Mix,Brown/Black,0.0
A798868,,07/01/2019 03:19:00 PM,07/01/2019 03:19:00 PM,7204 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Toy Poodle Mix,White,,07/06/2019 04:44:00 PM,07/06/2019 04:44:00 PM,07/01/2017,Dog,Neutered Male,2 years,Toy Poodle Mix,White,0.0
A767718,Yankee,03/20/2018 05:50:00 PM,03/20/2018 05:50:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 months,Border Terrier,Cream/White,Yankee,03/23/2018 03:37:00 PM,03/23/2018 03:37:00 PM,12/22/2017,Dog,Neutered Male,2 months,Border Terrier,Cream/White,0.0
A735098,Bailey,09/18/2016 12:15:00 PM,09/18/2016 12:15:00 PM,5801 Ainez Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Pointer Mix,Brown/White,Bailey,09/19/2016 06:07:00 PM,09/19/2016 06:07:00 PM,09/18/2008,Dog,Neutered Male,8 years,Pointer Mix,Brown/White,0.0
A687793,Ruby,09/10/2014 11:08:00 AM,09/10/2014 11:08:00 AM,3300 Killingsworth Ln. #307 in Pflugerville (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Dachshund,Brown/Black,Ruby,09/17/2014 06:56:00 PM,09/17/2014 06:56:00 PM,09/10/2012,Dog,Spayed Female,2 years,Dachshund,Brown/Black,0.0
A742281,Oso,01/19/2017 03:34:00 PM,01/19/2017 03:34:00 PM,3617 River Rn in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Great Pyrenees Mix,White,Oso,01/22/2017 12:04:00 PM,01/22/2017 12:04:00 PM,07/18/2015,Dog,Intact Male,1 year,Great Pyrenees Mix,White,0.0
A664218,,07/07/2015 05:48:00 PM,07/07/2015 05:48:00 PM,2765 E 7Th St in Austin (TX),Stray,Normal,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Blue Tabby/White,,10/01/2013 04:11:00 PM,10/01/2013 04:11:00 PM,03/30/2013,Cat,Neutered Male,6 months,Domestic Medium Hair Mix,Blue Tabby/White,0.0
A733645,Goldie,08/25/2016 11:37:00 AM,08/25/2016 11:37:00 AM,Outside Jurisdiction,Owner Surrender,Normal,Cat,Intact Female,1 week,Domestic Shorthair Mix,Torbie,Goldie,12/09/2016 02:15:00 PM,12/09/2016 02:15:00 PM,08/18/2016,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie,0.0
A663722,Jj,10/09/2013 12:11:00 PM,10/09/2013 12:11:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,Jj,10/09/2013 04:38:00 PM,10/09/2013 04:38:00 PM,07/16/2013,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0.0
A805299,,09/25/2019 10:03:00 AM,09/25/2019 10:03:00 AM,3211 Lafayette Avenue in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Raccoon,Black/White,,09/27/2019 09:58:00 AM,09/27/2019 09:58:00 AM,09/25/2017,Other,Unknown,2 years,Raccoon,Black/White,1.0
A690792,*Poppy,10/26/2014 11:25:00 AM,10/26/2014 11:25:00 AM,7907 Persimmons Trl in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Medium Hair Mix,Brown Tabby,*Poppy,10/30/2014 04:51:00 PM,10/30/2014 04:51:00 PM,09/26/2014,Cat,Intact Male,4 weeks,Domestic Medium Hair Mix,Brown Tabby,0.0
A721922,,03/07/2016 11:58:00 AM,03/07/2016 11:58:00 AM,3220 Bridle Path in Austin (TX),Wildlife,Sick,Other,Unknown,5 months,Raccoon Mix,Brown,,03/07/2016 01:43:00 PM,03/07/2016 01:43:00 PM,09/07/2015,Other,Unknown,5 months,Raccoon Mix,Brown,1.0
A715001,,10/29/2015 06:41:00 PM,10/29/2015 06:41:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Siamese Mix,Chocolate Point,,11/01/2015 07:16:00 PM,11/01/2015 07:16:00 PM,10/29/2013,Cat,Spayed Female,2 years,Siamese Mix,Chocolate Point,0.0
A777124,,07/23/2018 06:27:00 PM,07/23/2018 06:27:00 PM,1012 Arthur Stiles in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Pointer Mix,Chocolate/White,,07/27/2018 04:41:00 PM,07/27/2018 04:41:00 PM,05/23/2018,Dog,Neutered Male,2 months,Pointer Mix,Chocolate/White,0.0
A728171,,05/31/2016 04:35:00 PM,05/31/2016 04:35:00 PM,1606 Singleton in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Opossum Mix,White/Gray,,05/31/2016 05:58:00 PM,05/31/2016 05:58:00 PM,05/31/2014,Other,Unknown,2 years,Opossum Mix,White/Gray,1.0
A795274,Duke,05/18/2019 04:52:00 PM,05/18/2019 04:52:00 PM,9801 Decker Lake Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Beagle/Border Collie,Tricolor/White,Duke,05/25/2019 05:00:00 PM,05/25/2019 05:00:00 PM,05/18/2017,Dog,Neutered Male,2 years,Beagle/Border Collie,Tricolor/White,0.0
A755356,Manchas,08/02/2017 11:35:00 AM,08/02/2017 11:35:00 AM,19237 in Manor (TX),Stray,Normal,Dog,Intact Male,1 year,Australian Cattle Dog Mix,Blue Merle,Manchas,08/03/2017 03:13:00 PM,08/03/2017 03:13:00 PM,08/02/2016,Dog,Intact Male,1 year,Australian Cattle Dog Mix,Blue Merle,0.0
A695615,Francis,01/19/2015 10:47:00 AM,01/19/2015 10:47:00 AM,9937 B Quail Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,8 months,German Shepherd Mix,Sable,Francis,01/19/2015 01:22:00 PM,01/19/2015 01:22:00 PM,05/19/2014,Dog,Neutered Male,8 months,German Shepherd Mix,Sable,0.0
A791054,,03/20/2019 05:56:00 PM,03/20/2019 05:56:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 month,German Shorthair Pointer/Australian Cattle Dog,Black/White,,03/22/2019 05:23:00 PM,03/22/2019 05:23:00 PM,01/20/2019,Dog,Spayed Female,1 month,German Shorthair Pointer/Australian Cattle Dog,Black/White,0.0
A806154,,10/06/2019 02:14:00 PM,10/06/2019 02:14:00 PM,Dove Springs Drive And East Stassney Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Miniature Pinscher Mix,Black/Tan,,10/14/2019 05:10:00 PM,10/14/2019 05:10:00 PM,08/06/2019,Dog,Neutered Male,2 months,Miniature Pinscher Mix,Black/Tan,0.0
A708560,*Zelda,07/29/2015 01:09:00 PM,07/29/2015 01:09:00 PM,Kempler And Crownspoint in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Australian Kelpie Mix,Tricolor,*Zelda,03/23/2016 11:00:00 AM,03/23/2016 11:00:00 AM,08/03/2010,Dog,Spayed Female,5 years,Australian Kelpie Mix,Tricolor,0.0
A810780,,12/20/2019 11:11:00 AM,12/20/2019 11:11:00 AM,Barton Springs in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Orange Tabby/White,,12/26/2019 04:23:00 PM,12/26/2019 04:23:00 PM,09/11/2019,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A552798,Phil,06/24/2015 11:18:00 AM,06/24/2015 11:18:00 AM,Del Valle (TX),Owner Surrender,Normal,Dog,Neutered Male,7 years,Pbgv,Brown/Black,Phil,06/29/2015 12:17:00 PM,06/29/2015 12:17:00 PM,08/21/2007,Dog,Neutered Male,7 years,Pbgv,Brown/Black,0.0
A693973,*Sacramento,12/17/2014 05:39:00 PM,12/17/2014 05:39:00 PM,Bronco Bend And Carbondale in Austin (TX),Stray,Normal,Other,Intact Male,2 years,Californian Mix,White/Brown,*Sacramento,01/07/2015 06:44:00 PM,01/07/2015 06:44:00 PM,12/17/2012,Other,Intact Male,2 years,Californian Mix,White/Brown,0.0
A760147,,10/13/2017 12:30:00 PM,10/13/2017 12:30:00 PM,15310 Fagerquist in Del Valle (TX),Stray,Normal,Dog,Intact Male,5 months,St. Bernard Rough Coat Mix,White/Brown Brindle,,10/17/2017 12:00:00 AM,10/17/2017 12:00:00 AM,05/13/2017,Dog,Intact Male,5 months,St. Bernard Rough Coat Mix,White/Brown Brindle,0.0
A706565,Ducky,06/30/2015 02:53:00 PM,06/30/2015 02:53:00 PM,Pflugerville (TX),Owner Surrender,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black,Ducky,07/02/2015 12:00:00 AM,07/02/2015 12:00:00 AM,03/15/2015,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,0.0
A747069,,04/13/2017 12:56:00 PM,04/13/2017 12:56:00 PM,613 W 31St St in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby,,04/17/2017 07:15:00 PM,04/17/2017 07:15:00 PM,04/13/2016,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby,0.0
A678488,,05/09/2014 01:35:00 PM,05/09/2014 01:35:00 PM,Heflin Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,,05/09/2014 03:26:00 PM,05/09/2014 03:26:00 PM,04/17/2014,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A688807,,09/24/2014 10:57:00 AM,09/24/2014 10:57:00 AM,11020 Dessau Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Beagle Mix,Tan/White,,09/28/2014 06:04:00 PM,09/28/2014 06:04:00 PM,09/28/2011,Dog,Neutered Male,3 years,Beagle Mix,Tan/White,0.0
A785683,Jwow,12/07/2018 02:38:00 PM,12/07/2018 02:38:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,1 year,Guinea Pig,Black/White,Jwow,12/10/2018 12:58:00 PM,12/10/2018 12:58:00 PM,12/07/2017,Other,Intact Female,1 year,Guinea Pig,Black/White,0.0
A797415,,06/13/2019 01:27:00 PM,06/13/2019 01:27:00 PM,6801 Gaur in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Blue/White,,06/13/2019 04:44:00 PM,06/13/2019 04:44:00 PM,05/22/2019,Cat,Intact Female,3 weeks,Domestic Shorthair,Blue/White,0.0
A326898,Silver,05/27/2017 12:15:00 PM,05/27/2017 12:15:00 PM,123 East Cesar Chavez in Austin (TX),Stray,Normal,Cat,Spayed Female,14 years,Domestic Shorthair Mix,Blue/White,Silver,05/28/2017 01:34:00 PM,05/28/2017 01:34:00 PM,04/28/2003,Cat,Spayed Female,14 years,Domestic Shorthair Mix,Blue/White,0.0
A671913,*Joe,02/01/2014 11:32:00 AM,02/01/2014 11:32:00 AM,3505 Harpers Ferry Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Border Collie Mix,Black/White,*Joe,02/12/2014 11:39:00 AM,02/12/2014 11:39:00 AM,02/01/2013,Dog,Neutered Male,1 year,Border Collie Mix,Black/White,1.0
A702148,*Juniper,05/10/2015 08:19:00 AM,05/10/2015 08:19:00 AM,Delores & Webberville Rd. in Austin (TX),Stray,Nursing,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,*Juniper,08/04/2015 04:26:00 PM,08/04/2015 04:26:00 PM,03/21/2015,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby/White,0.0
A730271,*Charles,07/01/2016 11:41:00 AM,07/01/2016 11:41:00 AM,7010 Isabelle Dr in Austin (TX),Stray,Normal,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Black/White,*Charles,08/05/2016 03:00:00 PM,08/05/2016 03:00:00 PM,08/03/2006,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Black/White,0.0
A733356,*Richie,08/20/2016 04:04:00 PM,08/20/2016 04:04:00 PM,21327 Blake Manor Rd in Travis (TX),Stray,Normal,Dog,Intact Male,3 months,Labrador Retriever Mix,Black/White,*Richie,08/27/2016 02:47:00 PM,08/27/2016 02:47:00 PM,05/05/2016,Dog,Neutered Male,3 months,Labrador Retriever Mix,Black/White,0.0
A785480,,12/03/2018 03:53:00 PM,12/03/2018 03:53:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Miniature Pinscher Mix,Black/Tan,,12/22/2018 01:03:00 PM,12/22/2018 01:03:00 PM,12/03/2017,Dog,Intact Female,1 year,Miniature Pinscher Mix,Black/Tan,0.0
A795706,Skittles,12/14/2019 02:35:00 PM,12/14/2019 02:35:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Pointer Mix,White/Brown,Skittles,12/28/2019 05:00:00 PM,12/28/2019 05:00:00 PM,11/23/2018,Dog,Spayed Female,1 year,Pointer Mix,White/Brown,0.0
A746254,*Lancelot,03/30/2017 12:49:00 PM,03/30/2017 12:49:00 PM,15200 Jacobson in Travis (TX),Stray,Other,Dog,Intact Male,1 year,German Shepherd,Black/Brown,*Lancelot,06/19/2017 02:02:00 PM,06/19/2017 02:02:00 PM,03/30/2016,Dog,Neutered Male,1 year,German Shepherd,Black/Brown,0.0
A690234,Hershey,10/16/2014 04:51:00 PM,10/16/2014 04:51:00 PM,Tillery St And Springdale in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Chihuahua Shorthair/Dachshund,Chocolate/Tan,Hershey,10/18/2014 06:40:00 PM,10/18/2014 06:40:00 PM,11/17/2013,Dog,Neutered Male,11 months,Chihuahua Shorthair/Dachshund,Chocolate/Tan,0.0
A776945,*Loaf,07/21/2018 11:50:00 AM,07/21/2018 11:50:00 AM,290 And Springdale in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Chinese Sharpei/Labrador Retriever,Tan/White,*Loaf,07/28/2018 01:03:00 PM,07/28/2018 01:03:00 PM,02/06/2018,Dog,Neutered Male,5 months,Chinese Sharpei/Labrador Retriever,Tan/White,0.0
A777488,,07/29/2018 02:46:00 PM,07/29/2018 02:46:00 PM,Jollyville Road And Sierra Nevada in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Tan/White,,08/02/2018 06:35:00 PM,08/02/2018 06:35:00 PM,05/14/2018,Dog,Neutered Male,2 months,Labrador Retriever Mix,Tan/White,0.0
A747909,,04/26/2017 06:21:00 PM,04/26/2017 06:21:00 PM,3808 Manrowood Dr in Austin (TX),Wildlife,Injured,Other,Unknown,1 month,Opossum Mix,Gray/Black,,04/26/2017 06:26:00 PM,04/26/2017 06:26:00 PM,02/26/2017,Other,Unknown,1 month,Opossum Mix,Gray/Black,1.0
